Project,Class,Method,Line,Operator,Label,NumTestCovered,NumExecuteCovered,NumMutantAssertion,NumClassAssertion,TypeReturn,DIT,NOCh,VG,TLOC,NBD,Ce,Ca,I
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,31,MathMutator,KILLED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,31,NegateConditionalsMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,32,IncrementsMutator,KILLED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,34,MathMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,35,MathMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,35,MathMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,36,MathMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,37,MathMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,37,MathMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,37,MathMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,39,ConditionalsBoundaryMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,39,NegateConditionalsMutator,SURVIVED,2,998,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,42,ConditionalsBoundaryMutator,SURVIVED,2,1002,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,42,NegateConditionalsMutator,SURVIVED,2,1002,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,43,MathMutator,KILLED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,44,MathMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,45,MathMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,45,MathMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,46,MathMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,46,MathMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,46,MathMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,48,ConditionalsBoundaryMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,48,NegateConditionalsMutator,SURVIVED,2,1000,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getInterpolationAndDecimation,54,NullReturnValsMutator,KILLED,2,2,2,2,[I,1,0,7,28,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,58,MathMutator,SURVIVED,1,1,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,58,NegateConditionalsMutator,KILLED,1,1,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,62,MathMutator,SURVIVED,1,1,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,62,MathMutator,KILLED,1,1,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,64,MathMutator,SURVIVED,1,1,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,67,MathMutator,SURVIVED,1,1,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,69,ConditionalsBoundaryMutator,SURVIVED,1,12,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,69,NegateConditionalsMutator,SURVIVED,1,12,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,71,MathMutator,SURVIVED,1,11,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,71,MathMutator,SURVIVED,1,11,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,71,MathMutator,SURVIVED,1,11,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,72,MathMutator,SURVIVED,1,11,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,72,MathMutator,SURVIVED,1,11,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,72,MathMutator,SURVIVED,1,11,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,75,MathMutator,KILLED,1,11,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,75,MathMutator,KILLED,1,11,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getLowPassIdealImpulseResponse,78,NullReturnValsMutator,KILLED,1,1,2,2,[F,1,0,3,17,2,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,84,MathMutator,SURVIVED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,84,MathMutator,SURVIVED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,87,ConditionalsBoundaryMutator,SURVIVED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,87,NegateConditionalsMutator,SURVIVED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,90,MathMutator,SURVIVED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,90,MathMutator,SURVIVED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,90,MathMutator,SURVIVED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,92,MathMutator,KILLED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,92,NegateConditionalsMutator,KILLED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselFilterLength,92,PrimitiveReturnsMutator,KILLED,1,1,2,2,I,1,0,3,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,97,ConditionalsBoundaryMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,97,NegateConditionalsMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,99,ConditionalsBoundaryMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,99,ConditionalsBoundaryMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,99,NegateConditionalsMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.FilterUtil,getKaiserBesselWindowShape,99,NegateConditionalsMutator,SURVIVED,1,1,2,2,F,1,0,4,12,1,8,9,0.4705882352941176
ACAP25_961e1fa,org.anhonesteffort.p25.filter.decode.QpskPolarSlicer,consume,41,ConditionalsBoundaryMutator,SURVIVED,1,1000,1,1,V,2,0,4,9,1,1,1,0.5
ACAP25_961e1fa,org.anhonesteffort.p25.filter.decode.QpskPolarSlicer,consume,41,NegateConditionalsMutator,SURVIVED,1,1000,1,1,V,2,0,4,9,1,1,1,0.5
ACAP25_961e1fa,org.anhonesteffort.p25.filter.decode.QpskPolarSlicer,consume,42,ConditionalsBoundaryMutator,SURVIVED,1,500,1,1,V,2,0,4,9,1,1,1,0.5
ACAP25_961e1fa,org.anhonesteffort.p25.filter.decode.QpskPolarSlicer,consume,42,NegateConditionalsMutator,SURVIVED,1,500,1,1,V,2,0,4,9,1,1,1,0.5
ACAP25_961e1fa,org.anhonesteffort.p25.filter.decode.QpskPolarSlicer,consume,44,ConditionalsBoundaryMutator,SURVIVED,1,500,1,1,V,2,0,4,9,1,1,1,0.5
ACAP25_961e1fa,org.anhonesteffort.p25.filter.decode.QpskPolarSlicer,consume,44,NegateConditionalsMutator,SURVIVED,1,500,1,1,V,2,0,4,9,1,1,1,0.5
ACAP25_961e1fa,org.anhonesteffort.p25.filter.decode.QpskPolarSlicer,consume,46,VoidMethodCallMutator,SURVIVED,1,1000,1,1,V,2,0,4,9,1,1,1,0.5
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,DiBitSyncGate,31,MathMutator,SURVIVED,2,2,4,4,V,3,0,1,5,1,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,41,NegateConditionalsMutator,SURVIVED,2,62,4,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,42,VoidMethodCallMutator,SURVIVED,2,6,4,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,46,MathMutator,SURVIVED,2,56,4,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,47,MathMutator,SURVIVED,2,56,4,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,49,NegateConditionalsMutator,SURVIVED,2,56,4,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,50,VoidMethodCallMutator,SURVIVED,1,1,1,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,51,ConditionalsBoundaryMutator,SURVIVED,2,55,4,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,51,MathMutator,SURVIVED,2,55,4,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,51,NegateConditionalsMutator,SURVIVED,2,55,4,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.DiBitSyncGate,consume,53,VoidMethodCallMutator,SURVIVED,1,1,3,4,V,3,0,4,16,3,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.gate.SyncGate,onSyncConsumed,27,VoidMethodCallMutator,SURVIVED,2,2,4,4,V,2,1,1,3,1,3,1,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.ComplexNumberFirstOrderCicDecimatingFilter,consume,37,VoidMethodCallMutator,SURVIVED,2,32008420,2,2,V,4,0,1,3,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.ComplexNumberFirstOrderCicDecimatingFilter,addSink,42,VoidMethodCallMutator,SURVIVED,2,6,2,2,V,4,0,1,3,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.ComplexNumberFirstOrderCicInterpolatingFilter,consume,37,VoidMethodCallMutator,SURVIVED,5,32004150,7,7,V,4,0,1,3,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.ComplexNumberFirstOrderCicInterpolatingFilter,addSink,42,VoidMethodCallMutator,SURVIVED,5,5,7,7,V,4,0,1,3,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.ComplexNumberResamplingFilter,ComplexNumberResamplingFilter,36,VoidMethodCallMutator,SURVIVED,2,2,2,2,V,4,0,1,6,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.ComplexNumberResamplingFilter,consume,41,VoidMethodCallMutator,SURVIVED,2,2500,2,2,V,4,0,1,3,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.ComplexNumberResamplingFilter,addSink,46,VoidMethodCallMutator,SURVIVED,2,2,2,2,V,4,0,1,3,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.RateChangeFilter,getInterpolation,34,PrimitiveReturnsMutator,SURVIVED,2,2,2,2,I,3,3,1,3,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.filter.rate.RateChangeFilter,getDecimation,38,PrimitiveReturnsMutator,SURVIVED,2,2,2,2,I,3,3,1,3,1,6,2,0.75
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,sloppyNormalize,101,MathMutator,SURVIVED,1,20,2,4,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,sloppyNormalize,101,NullReturnValsMutator,KILLED,1,20,2,4,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,copy,110,NullReturnValsMutator,KILLED,8,129005040,15,19,Lorg/anhonesteffort/p25/util/Copyable,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,getInPhase,37,PrimitiveReturnsMutator,SURVIVED,20,268548115,33,37,F,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,getQuadrature,41,PrimitiveReturnsMutator,SURVIVED,20,268548115,33,37,F,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,add,45,NullReturnValsMutator,KILLED,10,64016626,16,26,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,add,46,MathMutator,SURVIVED,10,64016626,16,26,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,add,47,MathMutator,SURVIVED,10,64016626,16,26,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,subtract,52,NullReturnValsMutator,KILLED,10,64012572,16,26,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,subtract,53,MathMutator,SURVIVED,10,64012572,16,26,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,subtract,54,MathMutator,SURVIVED,10,64012572,16,26,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,59,MathMutator,SURVIVED,15,100509645,31,39,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,59,MathMutator,SURVIVED,15,100509645,31,39,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,59,NullReturnValsMutator,KILLED,15,100509645,31,39,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,65,NullReturnValsMutator,KILLED,9,64502562,19,31,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,66,MathMutator,SURVIVED,9,64502562,19,31,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,66,MathMutator,SURVIVED,9,64502562,19,31,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,66,MathMutator,SURVIVED,9,64502562,19,31,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,67,MathMutator,SURVIVED,9,64502562,19,31,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,67,MathMutator,SURVIVED,9,64502562,19,31,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,multiply,67,MathMutator,SURVIVED,9,64502562,19,31,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,magnitudeSquared,80,MathMutator,SURVIVED,8,325002520,15,19,F,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,magnitudeSquared,80,MathMutator,SURVIVED,8,325002520,15,19,F,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,magnitudeSquared,80,MathMutator,SURVIVED,8,325002520,15,19,F,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,magnitudeSquared,80,PrimitiveReturnsMutator,SURVIVED,8,325002520,15,19,F,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,magnitude,84,PrimitiveReturnsMutator,SURVIVED,7,325002500,13,19,F,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,envelope,91,ConditionalsBoundaryMutator,SURVIVED,1,18,6,6,F,2,0,2,5,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,envelope,91,MathMutator,SURVIVED,1,18,6,6,F,2,0,2,5,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,envelope,91,MathMutator,SURVIVED,1,18,6,6,F,2,0,2,5,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,envelope,91,NegateConditionalsMutator,SURVIVED,1,18,6,6,F,2,0,2,5,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,envelope,91,PrimitiveReturnsMutator,SURVIVED,1,18,6,6,F,2,0,2,5,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,normalize,97,MathMutator,SURVIVED,7,64502500,13,19,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,2,4,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,normalize,97,NegateConditionalsMutator,SURVIVED,7,64502500,13,19,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,2,4,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.ComplexNumber,normalize,97,NullReturnValsMutator,KILLED,7,64502500,13,19,Lorg/anhonesteffort/p25/primitive/ComplexNumber,2,0,2,4,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.DiBit,DiBit,32,ConditionalsBoundaryMutator,KILLED,3,106,7,7,V,2,0,3,6,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.DiBit,DiBit,32,ConditionalsBoundaryMutator,KILLED,3,106,7,7,V,2,0,3,6,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.DiBit,DiBit,32,NegateConditionalsMutator,KILLED,3,106,7,7,V,2,0,3,6,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.DiBit,DiBit,32,NegateConditionalsMutator,KILLED,3,106,7,7,V,2,0,3,6,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.DiBit,getValue,39,PrimitiveReturnsMutator,SURVIVED,4,1102,8,8,I,2,0,1,3,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.Oscillator,Oscillator,28,MathMutator,SURVIVED,8,8506,15,19,V,1,0,1,5,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.Oscillator,Oscillator,28,MathMutator,SURVIVED,8,8506,15,19,V,1,0,1,5,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.Oscillator,next,45,NegateConditionalsMutator,SURVIVED,8,64502520,15,19,Lorg/anhonesteffort/p25/primitive/ComplexNumber,1,0,2,8,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.primitive.Oscillator,next,50,NullReturnValsMutator,KILLED,8,64502520,15,19,Lorg/anhonesteffort/p25/primitive/ComplexNumber,1,0,2,8,1,2,23,0.08
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,getName,42,EmptyObjectReturnValsMutator,SURVIVED,2,6,2,9,Ljava/lang/String,1,0,1,3,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,getId,46,EmptyObjectReturnValsMutator,SURVIVED,2,6,2,9,Ljava/lang/Integer,1,0,1,3,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,getRfSubSystem,50,EmptyObjectReturnValsMutator,SURVIVED,2,6,2,9,Ljava/lang/Integer,1,0,1,3,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,getControlChannels,54,EmptyObjectReturnValsMutator,SURVIVED,2,6,2,9,Ljava/util/List,1,0,1,3,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,getActiveControlChannel,64,EmptyObjectReturnValsMutator,SURVIVED,2,6,2,9,Ljava/util/Optional,1,0,1,3,1,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,equals,69,NegateConditionalsMutator,SURVIVED,6,10,7,9,Z,1,0,12,19,3,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,equals,70,NegateConditionalsMutator,KILLED,6,10,7,9,Z,1,0,12,19,3,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,equals,70,NegateConditionalsMutator,KILLED,6,10,7,9,Z,1,0,12,19,3,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,equals,74,NegateConditionalsMutator,SURVIVED,6,10,7,9,Z,1,0,12,19,3,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,equals,77,NegateConditionalsMutator,KILLED,5,8,6,9,Z,1,0,12,19,3,0,1,0.0
ACAP25_961e1fa,org.anhonesteffort.p25.protocol.entity.Site,equals,77,NegateConditionalsMutator,KILLED,5,8,6,9,Z,1,0,12,19,3,0,1,0.0
